Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
t t,CYCLING,10-11-2018,13:41:00,02:15:14,57.11,150,25.3,56.0,02:22,01:04,1114,31,,,,240,538,525,,,,170.0,55.0,200,55,52,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:00:36,80,24.2,02:29,,0,,164.20,,,
,00:00:37,79,24.6,02:26,,0,,171.50,,,
,00:00:38,79,24.9,02:25,,0,,179.10,,,
,00:00:39,74,25.2,02:23,,0,,186.70,,,
,00:00:40,72,25.5,02:21,,0,,194.40,,,
,00:00:41,72,25.6,02:21,,0,,202.10,,,
,00:00:42,70,25.5,02:21,,0,,209.80,,,
,00:00:43,68,25.2,02:23,,0,,217.40,,,
,00:00:44,67,24.7,02:26,,0,,224.70,,,
,00:00:45,68,24.2,02:29,,0,,231.80,,,
,00:00:46,68,23.6,02:33,,0,,238.70,,,
,00:00:47,69,23.1,02:36,,0,,245.40,,,
,00:00:48,69,23.0,02:37,,0,,252.00,,,
,00:00:49,69,23.3,02:35,,0,,258.60,,,
,00:00:50,69,23.7,02:32,,0,,265.40,,,
,00:00:51,69,24.4,02:28,,0,,272.30,,,
,00:00:52,69,25.2,02:23,,0,,279.60,,,
,00:00:53,68,25.7,02:20,,0,,287.10,,,
,00:00:54,68,25.9,02:19,,0,,294.70,,,
,00:00:55,68,25.7,02:20,,0,,302.20,,,
,00:00:56,68,25.5,02:21,,0,,310.00,,,
,00:00:57,68,25.2,02:23,,0,,317.60,,,
,00:00:58,69,25.1,02:23,,0,,325.20,,,
,00:00:59,69,25.2,02:23,,0,,332.60,,,
,00:01:00,70,25.3,02:22,,0,,339.90,,,
,00:01:01,71,25.7,02:20,,0,,347.10,,,
,00:01:02,72,26.3,02:17,,0,,354.50,,,
,00:01:03,72,26.6,02:15,,0,,362.10,,,
,00:01:04,73,26.9,02:14,,0,,370.00,,,
,00:01:05,73,27.1,02:13,,0,,377.80,,,
,00:01:06,73,27.1,02:13,,0,,385.70,,,
,00:01:07,73,26.8,02:14,,0,,393.30,,,
,00:01:08,73,26.3,02:17,,0,,400.50,,,
,00:01:09,74,25.9,02:19,,0,,407.90,,,
,00:01:10,74,25.5,02:21,,0,,415.00,,,
,00:01:11,74,25.2,02:23,,0,,421.80,,,
,00:01:12,74,24.9,02:25,,0,,428.30,,,
,00:01:13,74,24.8,02:25,,0,,434.70,,,
,00:01:14,74,24.7,02:26,,327,,441.20,,,
,00:01:15,74,24.6,02:26,,327,,447.70,,,
,00:01:16,74,24.3,02:28,,327,,454.10,,,
,00:01:17,73,24.3,02:28,,327,,460.80,,,
,00:01:18,73,24.4,02:28,,327,,467.40,,,
,00:01:19,73,24.8,02:25,,327,,474.10,,,
,00:01:20,73,25.2,02:23,,327,,481.30,,,
,00:01:21,73,25.6,02:21,,327,,488.60,,,
,00:01:22,72,25.9,02:19,,327,,495.80,,,
,00:01:23,72,26.3,02:17,,327,,503.10,,,
,00:01:24,71,26.7,02:15,,327,,510.90,,,
,00:01:25,70,27.0,02:13,,327,,518.50,,,
,00:01:26,70,27.1,02:13,,326,,526.60,,,
,00:01:27,70,27.1,02:13,,326,,534.30,,,
,00:01:28,70,26.7,02:15,,326,,542.10,,,
,00:01:29,70,26.4,02:16,,326,,549.20,,,
,00:01:30,70,26.0,02:18,,326,,556.60,,,
,00:01:31,70,25.8,02:20,,326,,563.70,,,
,00:01:32,71,25.7,02:20,,326,,570.80,,,
,00:01:33,71,25.6,02:21,,325,,577.70,,,
,00:01:34,72,25.6,02:21,,325,,584.60,,,
,00:01:35,72,25.5,02:21,,325,,591.40,,,
,00:01:36,72,25.6,02:21,,325,,598.40,,,
,00:01:37,72,25.6,02:21,,325,,605.30,,,
,00:01:38,72,25.8,02:20,,324,,612.50,,,
,00:01:39,72,25.9,02:19,,324,,619.80,,,
,00:01:40,72,26.0,02:18,,324,,627.00,,,
,00:01:41,72,25.6,02:21,,324,,634.20,,,
,00:01:42,72,25.1,02:23,,324,,641.00,,,
,00:01:43,72,24.5,02:27,,324,,647.90,,,
,00:01:44,73,23.7,02:32,,324,,654.30,,,
,00:01:45,73,22.7,02:39,,324,,660.30,,,
,00:01:46,73,21.6,02:47,,324,,665.90,,,
,00:01:47,73,20.6,02:55,,324,,671.10,,,
,00:01:48,73,19.6,03:04,,324,,675.80,,,
,00:01:49,72,18.6,03:14,,323,,680.10,,,
,00:01:50,71,17.4,03:27,,323,,683.90,,,
,00:01:51,71,15.9,03:46,,323,,687.40,,,
,00:01:52,71,13.9,04:19,,323,,689.90,,,
,00:01:53,71,11.8,05:05,,323,,691.60,,,
,00:01:54,70,11.2,05:21,,323,,693.00,,,
,00:01:55,70,7.0,08:34,,323,,693.60,,,
,00:01:56,70,6.1,09:50,,323,,694.20,,,
,00:01:57,70,6.8,08:49,,323,,695.00,,,
,00:01:58,70,8.6,06:59,,323,,696.00,,,
,00:01:59,70,8.6,06:59,,323,,697.70,,,
,00:02:00,70,9.0,06:40,,323,,699.40,,,
,00:02:01,70,9.3,06:27,,323,,701.30,,,
,00:02:02,70,9.4,06:23,,323,,703.90,,,
,00:02:03,70,9.4,06:23,,323,,706.80,,,
,00:02:04,70,10.0,06:00,,324,,710.40,,,
,00:02:05,70,11.3,05:19,,324,,715.10,,,
,00:02:06,70,12.1,04:58,,324,,720.20,,,
,00:02:07,70,18.5,03:15,,324,,726.10,,,
,00:02:08,70,21.6,02:47,,324,,732.00,,,
,00:02:09,70,23.5,02:33,,324,,739.20,,,
,00:02:10,69,25.2,02:23,,324,,747.20,,,
,00:02:11,68,26.5,02:16,,324,,756.00,,,
,00:02:12,67,27.0,02:13,,324,,765.40,,,
,00:02:13,67,27.3,02:12,,324,,774.40,,,
,00:02:14,67,27.5,02:11,,324,,783.30,,,
,00:02:15,67,27.7,02:10,,324,,792.00,,,
,00:02:16,68,28.0,02:09,,324,,800.50,,,
,00:02:17,68,28.2,02:08,,324,,809.00,,,
,00:02:18,68,28.5,02:06,,324,,817.40,,,
,00:02:19,69,29.2,02:03,,324,,826.10,,,
,00:02:20,69,29.7,02:01,,324,,834.70,,,
,00:02:21,70,30.1,02:00,,324,,843.00,,,
,00:02:22,70,30.3,01:59,,324,,851.90,,,
,00:02:23,70,30.5,01:58,,324,,860.70,,,
,00:02:24,70,30.6,01:58,,323,,869.30,,,
,00:02:25,71,30.6,01:58,,323,,878.10,,,
,00:02:26,71,30.6,01:58,,323,,886.90,,,
,00:02:27,72,30.5,01:58,,323,,895.60,,,
,00:02:28,72,30.3,01:59,,323,,904.10,,,
,00:02:29,72,30.0,02:00,,323,,912.20,,,
,00:02:30,72,29.6,02:02,,323,,920.40,,,
,00:02:31,72,29.4,02:02,,323,,928.30,,,
,00:02:32,73,29.4,02:02,,323,,936.50,,,
,00:02:33,73,29.3,02:03,,323,,944.40,,,
,00:02:34,73,29.1,02:04,,323,,952.30,,,
,00:02:35,73,28.9,02:05,,322,,960.00,,,
,00:02:36,73,28.7,02:05,,322,,967.70,,,
,00:02:37,73,28.6,02:06,,322,,975.50,,,
,00:02:38,72,28.3,02:07,,322,,983.20,,,
,00:02:39,72,27.9,02:09,,322,,990.90,,,
,00:02:40,72,27.5,02:11,,322,,998.40,,,
,00:02:41,72,27.1,02:13,,322,,1005.70,,,
,00:02:42,71,26.8,02:14,,322,,1012.90,,,
,00:02:43,71,26.5,02:16,,322,,1020.10,,,
,00:02:44,72,26.2,02:17,,322,,1027.10,,,
,00:02:45,72,25.9,02:19,,322,,1033.90,,,
,00:02:46,72,25.8,02:20,,322,,1040.80,,,
,00:02:47,72,25.7,02:20,,322,,1047.70,,,
,00:02:48,72,25.7,02:20,,322,,1054.60,,,
,00:02:49,73,25.9,02:19,,322,,1061.70,,,
,00:02:50,73,26.1,02:18,,322,,1068.90,,,
,00:02:51,73,26.2,02:17,,322,,1076.20,,,
,00:02:52,74,26.2,02:17,,322,,1083.40,,,
,00:02:53,74,26.3,02:17,,322,,1090.90,,,
,00:02:54,74,26.5,02:16,,322,,1098.40,,,
,00:02:55,74,26.7,02:15,,321,,1105.70,,,
,00:02:56,75,26.7,02:15,,321,,1113.50,,,
,00:02:57,75,26.6,02:15,,321,,1121.00,,,
,00:02:58,75,26.4,02:16,,321,,1128.20,,,
,00:02:59,75,26.1,02:18,,321,,1135.40,,,
,00:03:00,75,26.1,02:18,,321,,1142.60,,,
,00:03:01,75,26.1,02:18,,321,,1150.00,,,
,00:03:02,75,26.4,02:16,,321,,1157.40,,,
,00:03:03,75,26.6,02:15,,321,,1164.80,,,
,00:03:04,76,26.7,02:15,,321,,1172.10,,,
,00:03:05,77,26.6,02:15,,321,,1179.30,,,
,00:03:06,77,26.4,02:16,,321,,1186.70,,,
,00:03:07,78,26.3,02:17,,321,,1194.00,,,
,00:03:08,78,26.2,02:17,,321,,1201.40,,,
,00:03:09,78,26.3,02:17,,321,,1208.80,,,
,00:03:10,78,26.5,02:16,,321,,1216.30,,,
,00:03:11,78,26.6,02:15,,321,,1223.60,,,
,00:03:12,77,26.7,02:15,,321,,1230.90,,,
,00:03:13,77,26.8,02:14,,320,,1238.30,,,
,00:03:14,77,27.0,02:13,,320,,1245.80,,,
,00:03:15,77,27.2,02:12,,320,,1253.40,,,
,00:03:16,76,27.4,02:11,,320,,1261.20,,,
,00:03:17,76,27.5,02:11,,320,,1269.10,,,
,00:03:18,76,27.6,02:10,,320,,1276.80,,,
,00:03:19,75,27.6,02:10,,320,,1284.50,,,
,00:03:20,74,27.7,02:10,,320,,1292.30,,,
,00:03:21,73,27.7,02:10,,320,,1300.20,,,
,00:03:22,73,27.5,02:11,,320,,1307.90,,,
,00:03:23,72,27.1,02:13,,320,,1315.50,,,
,00:03:24,72,26.7,02:15,,320,,1322.80,,,
,00:03:25,72,26.2,02:17,,320,,1330.00,,,
,00:03:26,71,25.6,02:21,,320,,1336.80,,,
,00:03:27,70,24.9,02:25,,320,,1343.50,,,
,00:03:28,70,23.8,02:31,,320,,1349.70,,,
,00:03:29,69,22.5,02:40,,320,,1355.40,,,
,00:03:30,70,21.0,02:51,,320,,1360.40,,,
,00:03:31,70,19.8,03:02,,320,,1365.20,,,
,00:03:32,70,18.6,03:14,,320,,1369.40,,,
,00:03:33,70,17.5,03:26,,320,,1373.50,,,
,00:03:34,71,16.6,03:37,,320,,1377.00,,,
,00:03:35,71,15.9,03:46,,321,,1380.40,,,
,00:03:36,72,15.7,03:49,,321,,1383.60,,,
,00:03:37,73,15.4,03:54,,321,,1386.70,,,
,00:03:38,73,15.5,03:52,,321,,1390.40,,,
,00:03:39,74,15.8,03:48,,321,,1394.80,,,
,00:03:40,74,16.2,03:42,,321,,1399.10,,,
,00:03:41,74,16.8,03:34,,321,,1403.60,,,
,00:03:42,74,17.5,03:26,,321,,1408.60,,,
,00:03:43,74,17.8,03:22,,321,,1414.10,,,
,00:03:44,74,19.3,03:07,,321,,1419.70,,,
,00:03:45,74,20.8,02:53,,321,,1426.00,,,
,00:03:46,74,22.0,02:44,,321,,1433.30,,,
,00:03:47,73,23.0,02:37,,321,,1440.50,,,
,00:03:48,73,23.7,02:32,,321,,1447.30,,,
,00:03:49,73,24.4,02:28,,321,,1454.40,,,
,00:03:50,72,24.7,02:26,,321,,1462.00,,,
,00:03:51,72,25.1,02:23,,321,,1470.00,,,
,00:03:52,71,25.4,02:22,,321,,1478.10,,,
,00:03:53,70,25.6,02:21,,321,,1485.70,,,
,00:03:54,70,25.8,02:20,,321,,1493.20,,,
,00:03:55,70,25.8,02:20,,321,,1500.60,,,
,00:03:56,70,25.8,02:20,,321,,1507.90,,,
,00:03:57,70,25.9,02:19,,321,,1515.30,,,
,00:03:58,70,26.1,02:18,,321,,1522.60,,,
,00:03:59,70,26.2,02:17,,321,,1530.00,,,
,00:04:00,70,26.4,02:16,,321,,1537.40,,,
,00:04:01,70,26.4,02:16,,321,,1544.80,,,
,00:04:02,70,26.4,02:16,,321,,1552.10,,,
,00:04:03,70,26.3,02:17,,322,,1559.50,,,
,00:04:04,70,26.2,02:17,,322,,1566.80,,,
,00:04:05,70,26.0,02:18,,322,,1574.20,,,
,00:04:06,71,25.9,02:19,,322,,1581.30,,,
,00:04:07,71,25.7,02:20,,322,,1588.40,,,
,00:04:08,71,25.7,02:20,,322,,1595.40,,,
,00:04:09,71,25.6,02:21,,322,,1602.60,,,
,00:04:10,72,25.6,02:21,,322,,1609.40,,,
,00:04:11,72,25.4,02:22,,322,,1616.40,,,
,00:04:12,72,25.2,02:23,,322,,1623.40,,,
,00:04:13,72,24.7,02:26,,322,,1630.10,,,
,00:04:14,72,24.1,02:29,,322,,1636.40,,,
,00:04:15,72,23.2,02:35,,322,,1642.90,,,
,00:04:16,72,22.0,02:44,,323,,1648.50,,,
,00:04:17,72,20.7,02:54,,323,,1653.60,,,
,00:04:18,73,19.0,03:09,,323,,1658.00,,,
,00:04:19,73,16.7,03:36,,323,,1661.40,,,
,00:04:20,73,14.5,04:08,,323,,1664.20,,,
,00:04:21,73,12.2,04:55,,323,,1666.10,,,
,00:04:22,73,11.7,05:08,,323,,1667.30,,,
,00:04:23,73,7.1,08:27,,323,,1667.70,,,
,00:04:24,73,5.3,11:19,,324,,1667.70,,,
,00:04:25,73,4.5,13:20,,324,,1667.70,,,
,00:04:26,73,4.5,13:20,,324,,1667.70,,,
,00:04:27,73,5.1,11:46,,324,,1667.70,,,
,00:04:28,73,5.4,11:07,,324,,1668.20,,,
,00:04:29,73,6.1,09:50,,324,,1669.30,,,
,00:04:30,73,7.2,08:20,,325,,1671.10,,,
,00:04:31,72,8.0,07:30,,325,,1673.50,,,
,00:04:32,72,8.4,07:09,,325,,1676.50,,,
,00:04:33,71,12.0,05:00,,325,,1680.40,,,
,00:04:34,70,14.4,04:10,,325,,1685.10,,,
,00:04:35,70,16.1,03:44,,326,,1690.20,,,
,00:04:36,68,17.4,03:27,,326,,1695.50,,,
,00:04:37,66,18.6,03:14,,326,,1701.40,,,
,00:04:38,66,20.0,03:00,,326,,1707.90,,,
,00:04:39,66,20.9,02:52,,326,,1714.70,,,
,00:04:40,67,21.8,02:45,,327,,1721.30,,,
,00:04:41,67,22.2,02:42,,327,,1728.60,,,
,00:04:42,67,22.8,02:38,,327,,1735.90,,,
,00:04:43,67,23.4,02:34,,328,,1743.10,,,
,00:04:44,67,24.0,02:30,,328,,1750.60,,,
,00:04:45,67,24.5,02:27,,328,,1758.30,,,
,00:04:46,67,24.9,02:25,,328,,1765.90,,,
,00:04:47,67,25.1,02:23,,329,,1773.30,,,
,00:04:48,67,25.3,02:22,,329,,1780.80,,,
,00:04:49,68,25.3,02:22,,329,,1788.30,,,
,00:04:50,68,25.3,02:22,,329,,1795.60,,,
,00:04:51,68,25.2,02:23,,329,,1802.90,,,
,00:04:52,68,24.8,02:25,,330,,1809.80,,,
,00:04:53,67,24.2,02:29,,330,,1816.50,,,
,00:04:54,66,23.7,02:32,,330,,1822.90,,,
,00:04:55,64,23.3,02:35,,330,,1829.20,,,
,00:04:56,64,23.1,02:36,,331,,1835.40,,,
,00:04:57,63,23.3,02:35,,331,,1841.60,,,
,00:04:58,63,23.7,02:32,,331,,1848.10,,,
,00:04:59,63,24.2,02:29,,331,,1854.50,,,
,00:05:00,62,24.7,02:26,,331,,1861.30,,,
,00:05:01,62,25.1,02:23,,332,,1868.20,,,
,00:05:02,61,25.5,02:21,,332,,1875.50,,,
,00:05:03,61,25.7,02:20,,332,,1882.90,,,
,00:05:04,60,26.1,02:18,,332,,1890.50,,,
,00:05:05,60,26.3,02:17,,332,,1898.30,,,
,00:05:06,60,26.6,02:15,,333,,1906.10,,,
,00:05:07,60,26.6,02:15,,333,,1913.70,,,
,00:05:08,60,26.6,02:15,,333,,1921.30,,,
,00:05:09,60,26.4,02:16,,333,,1928.70,,,
,00:05:10,60,26.2,02:17,,333,,1936.10,,,
,00:05:11,60,26.0,02:18,,333,,1943.40,,,
,00:05:12,60,25.9,02:19,,333,,1950.50,,,
,00:05:13,60,25.9,02:19,,334,,1957.80,,,
,00:05:14,59,26.0,02:18,,334,,1964.90,,,
,00:05:15,59,26.1,02:18,,334,,1972.10,,,
,00:05:16,59,26.2,02:17,,334,,1979.20,,,
,00:05:17,59,26.3,02:17,,334,,1986.40,,,
,00:05:18,59,26.4,02:16,,334,,1993.80,,,
,00:05:19,59,26.4,02:16,,334,,2001.10,,,
,00:05:20,59,26.6,02:15,,335,,2008.70,,,
,00:05:21,59,26.9,02:14,,335,,2016.40,,,
,00:05:22,59,27.1,02:13,,335,,2024.10,,,
,00:05:23,59,27.3,02:12,,335,,2031.70,,,
,00:05:24,59,27.4,02:11,,335,,2039.40,,,
,00:05:25,58,27.4,02:11,,335,,2047.10,,,
,00:05:26,58,27.4,02:11,,335,,2054.90,,,
,00:05:27,58,27.3,02:12,,335,,2062.50,,,
,00:05:28,58,27.1,02:13,,335,,2070.20,,,
,00:05:29,58,26.9,02:14,,335,,2077.70,,,
,00:05:30,58,26.7,02:15,,335,,2085.10,,,
,00:05:31,58,26.7,02:15,,335,,2092.30,,,
,00:05:32,58,26.6,02:15,,335,,2099.70,,,
,00:05:33,59,26.5,02:16,,335,,2106.90,,,
,00:05:34,59,26.4,02:16,,335,,2114.10,,,
,00:05:35,59,26.4,02:16,,336,,2121.30,,,
,00:05:36,59,26.4,02:16,,336,,2128.60,,,
,00:05:37,59,26.5,02:16,,336,,2135.90,,,
,00:05:38,59,26.5,02:16,,336,,2143.30,,,
,00:05:39,59,26.6,02:15,,336,,2150.60,,,
,00:05:40,59,26.6,02:15,,336,,2158.00,,,
,00:05:41,60,26.6,02:15,,336,,2165.40,,,
,00:05:42,60,26.7,02:15,,336,,2172.80,,,
,00:05:43,60,26.8,02:14,,336,,2180.40,,,
,00:05:44,61,27.0,02:13,,336,,2188.00,,,
,00:05:45,61,27.1,02:13,,336,,2195.60,,,
,00:05:46,61,27.2,02:12,,336,,2203.20,,,
,00:05:47,62,27.2,02:12,,336,,2210.80,,,
,00:05:48,63,27.2,02:12,,336,,2218.40,,,
,00:05:49,65,27.3,02:12,,336,,2226.10,,,
,00:05:50,67,27.3,02:12,,336,,2233.80,,,
,00:05:51,68,27.3,02:12,,336,,2241.40,,,
,00:05:52,69,27.3,02:12,,336,,2249.00,,,
,00:05:53,69,27.2,02:12,,336,,2256.70,,,
,00:05:54,69,27.2,02:12,,336,,2264.20,,,
,00:05:55,69,27.0,02:13,,336,,2271.60,,,
,00:05:56,70,27.0,02:13,,336,,2279.20,,,
,00:05:57,70,27.0,02:13,,336,,2286.70,,,
,00:05:58,70,27.0,02:13,,336,,2294.20,,,
,00:05:59,70,27.0,02:13,,337,,2301.60,,,
,00:06:00,70,26.8,02:14,,337,,2309.00,,,
,00:06:01,70,26.5,02:16,,337,,2316.20,,,
,00:06:02,70,26.2,02:17,,337,,2323.20,,,
,00:06:03,70,25.9,02:19,,337,,2330.50,,,
,00:06:04,70,25.6,02:21,,337,,2337.50,,,
,00:06:05,69,25.0,02:24,,337,,2344.30,,,
,00:06:06,69,23.9,02:31,,337,,2350.60,,,
,00:06:07,69,22.8,02:38,,337,,2356.30,,,
,00:06:08,69,21.9,02:44,,337,,2361.90,,,
,00:06:09,69,21.3,02:49,,337,,2367.40,,,
,00:06:10,69,20.6,02:55,,337,,2372.60,,,
,00:06:11,69,20.2,02:58,,337,,2377.60,,,
,00:06:12,68,20.0,03:00,,337,,2382.30,,,
,00:06:13,68,19.7,03:03,,337,,2387.00,,,
,00:06:14,67,18.9,03:10,,337,,2391.40,,,
,00:06:15,67,18.2,03:18,,337,,2395.00,,,
,00:06:16,67,17.4,03:27,,337,,2398.50,,,
,00:06:17,67,16.4,03:40,,337,,2402.20,,,
,00:06:18,67,15.4,03:54,,337,,2405.70,,,
,00:06:19,67,15.1,03:58,,337,,2408.50,,,
,00:06:20,66,13.1,04:35,,337,,2411.00,,,
,00:06:21,64,12.0,05:00,,337,,2413.50,,,
,00:06:22,64,12.0,05:00,,337,,2416.40,,,
,00:06:23,64,12.0,05:00,,337,,2419.40,,,
,00:06:24,64,12.7,04:43,,337,,2422.40,,,
,00:06:25,64,13.6,04:25,,337,,2426.10,,,
,00:06:26,64,14.9,04:02,,338,,2430.30,,,
,00:06:27,64,15.6,03:51,,338,,2435.50,,,
,00:06:28,64,20.3,02:57,,338,,2441.70,,,
,00:06:29,64,22.0,02:44,,338,,2448.20,,,
,00:06:30,65,22.6,02:39,,338,,2455.30,,,
,00:06:31,65,22.7,02:39,,338,,2462.60,,,
,00:06:32,65,23.0,02:37,,338,,2470.40,,,
,00:06:33,66,23.2,02:35,,338,,2478.20,,,
,00:06:34,67,23.4,02:34,,338,,2485.40,,,
,00:06:35,70,23.7,02:32,,338,,2492.50,,,
,00:06:36,70,24.1,02:29,,338,,2499.60,,,
,00:06:37,72,24.6,02:26,,338,,2506.70,,,
,00:06:38,73,25.0,02:24,,338,,2513.80,,,
,00:06:39,73,25.3,02:22,,338,,2521.10,,,
,00:06:40,74,25.5,02:21,,338,,2528.40,,,
,00:06:41,74,25.8,02:20,,338,,2535.90,,,
,00:06:42,75,25.8,02:20,,338,,2543.30,,,
,00:06:43,75,25.6,02:21,,338,,2550.70,,,
,00:06:44,75,25.1,02:23,,338,,2557.80,,,
,00:06:45,75,24.5,02:27,,338,,2564.60,,,
,00:06:46,74,23.7,02:32,,338,,2571.10,,,
,00:06:47,74,22.3,02:41,,338,,2577.00,,,
,00:06:48,73,20.8,02:53,,338,,2582.10,,,
,00:06:49,73,19.8,03:02,,338,,2587.00,,,
,00:06:50,71,18.7,03:13,,338,,2591.50,,,
,00:06:51,68,17.6,03:25,,338,,2595.20,,,
,00:06:52,67,17.2,03:29,,339,,2598.80,,,
,00:06:53,64,17.3,03:28,,339,,2602.70,,,
,00:06:54,62,17.6,03:25,,339,,2606.90,,,
,00:06:55,62,18.3,03:17,,339,,2611.40,,,
,00:06:56,60,19.3,03:07,,339,,2616.40,,,
,00:06:57,59,20.4,02:56,,339,,2622.30,,,
,00:06:58,58,20.9,02:52,,339,,2628.50,,,
,00:06:59,57,21.3,02:49,,339,,2634.60,,,
,00:07:00,58,22.0,02:44,,339,,2641.10,,,
,00:07:01,57,23.2,02:35,,339,,2647.90,,,
,00:07:02,57,24.5,02:27,,339,,2655.40,,,
,00:07:03,57,25.3,02:22,,339,,2662.70,,,
,00:07:04,58,25.9,02:19,,339,,2669.90,,,
,00:07:05,58,26.2,02:17,,340,,2677.00,,,
,00:07:06,59,26.4,02:16,,340,,2684.70,,,
,00:07:07,60,26.6,02:15,,340,,2692.90,,,
,00:07:08,61,26.8,02:14,,340,,2701.60,,,
,00:07:09,62,26.9,02:14,,340,,2709.70,,,
,00:07:10,63,26.8,02:14,,340,,2717.20,,,
,00:07:11,63,26.6,02:15,,340,,2724.60,,,
,00:07:12,68,26.4,02:16,,340,,2731.70,,,
,00:07:13,72,26.4,02:16,,340,,2739.20,,,
,00:07:14,74,26.4,02:16,,341,,2746.40,,,
,00:07:15,76,26.4,02:16,,341,,2753.70,,,
,00:07:16,77,26.3,02:17,,341,,2761.00,,,
,00:07:17,77,26.3,02:17,,341,,2768.20,,,
,00:07:18,78,26.3,02:17,,341,,2775.40,,,
,00:07:19,78,26.4,02:16,,341,,2782.70,,,
,00:07:20,78,26.5,02:16,,341,,2790.10,,,
,00:07:21,77,26.5,02:16,,341,,2797.50,,,
,00:07:22,78,26.3,02:17,,342,,2804.80,,,
,00:07:23,78,26.2,02:17,,342,,2812.00,,,
,00:07:24,78,26.2,02:17,,342,,2819.30,,,
,00:07:25,78,26.3,02:17,,342,,2826.60,,,
,00:07:26,78,26.6,02:15,,342,,2834.00,,,
,00:07:27,79,26.8,02:14,,342,,2841.60,,,
,00:07:28,79,27.0,02:13,,342,,2849.10,,,
,00:07:29,79,26.9,02:14,,342,,2856.50,,,
,00:07:30,79,26.7,02:15,,342,,2863.90,,,
,00:07:31,80,26.5,02:16,,342,,2871.20,,,
,00:07:32,80,26.4,02:16,,342,,2878.70,,,
,00:07:33,80,26.3,02:17,,343,,2886.20,,,
,00:07:34,80,26.3,02:17,,343,,2893.50,,,
,00:07:35,80,26.3,02:17,,343,,2900.60,,,
,00:07:36,80,26.4,02:16,,343,,2907.90,,,
,00:07:37,81,26.5,02:16,,343,,2915.10,,,
,00:07:38,81,26.7,02:15,,343,,2922.40,,,
,00:07:39,81,26.8,02:14,,343,,2930.00,,,
,00:07:40,81,27.0,02:13,,343,,2937.50,,,
,00:07:41,81,26.9,02:14,,343,,2945.00,,,
,00:07:42,81,26.9,02:14,,343,,2952.60,,,
,00:07:43,81,26.9,02:14,,343,,2960.10,,,
,00:07:44,81,26.8,02:14,,344,,2967.70,,,
,00:07:45,81,26.8,02:14,,344,,2975.20,,,
,00:07:46,81,26.8,02:14,,344,,2982.70,,,
,00:07:47,82,26.7,02:15,,344,,2990.10,,,
,00:07:48,82,26.7,02:15,,344,,2997.40,,,
,00:07:49,82,26.7,02:15,,344,,3004.90,,,
,00:07:50,82,26.8,02:14,,344,,3012.30,,,
