Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
t t,RUNNING,17-04-2023,19:33:32,01:06:20,10.74,169,9.7,14.0,06:11,04:17,717,19,86,,48,181,173,196,,,,168.0,57.0,202,55,52,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:00:44,140,10.5,05:42,83,0,,93.10,,,
,00:00:45,141,10.5,05:42,83,0,,95.80,,,
,00:00:46,142,10.3,05:49,83,0,,96.20,,,
,00:00:47,143,10.2,05:52,83,0,,100.09,,,
,00:00:48,144,10.2,05:52,83,0,,103.98,,,
,00:00:49,145,10.0,05:59,83,0,,104.70,,,
,00:00:50,146,10.0,05:59,83,0,,108.59,,,
,00:00:51,147,10.0,06:01,83,0,,110.40,,,
,00:00:52,147,9.9,06:03,83,0,,112.90,,,
,00:00:53,148,9.9,06:03,83,0,,115.50,,,
,00:00:54,149,9.9,06:03,83,0,,118.60,,,
,00:00:55,150,9.9,06:02,83,0,,121.10,,,
,00:00:56,150,10.0,06:01,83,0,,123.70,,,
,00:00:57,150,10.0,06:01,83,0,,126.80,,,
,00:00:58,149,10.0,06:01,83,0,,129.40,,,
,00:00:59,149,9.9,06:02,83,0,,132.00,,,
,00:01:00,150,9.9,06:04,83,0,,135.00,,,
,00:01:01,150,9.8,06:06,83,0,,137.60,,,
,00:01:02,150,9.8,06:09,83,0,,140.70,,,
,00:01:03,150,9.7,06:12,83,0,,143.20,,,
,00:01:04,150,9.6,06:16,83,0,,145.60,,,
,00:01:05,150,9.5,06:20,83,0,,148.70,,,
,00:01:06,150,9.4,06:25,83,0,,151.10,,,
,00:01:07,150,9.3,06:29,83,0,,153.40,,,
,00:01:08,151,9.2,06:33,82,0,,156.40,,,
,00:01:09,151,9.1,06:37,82,0,,158.70,,,
,00:01:10,151,9.0,06:41,82,0,,161.50,,,
,00:01:11,152,8.9,06:44,82,0,,163.80,,,
,00:01:12,153,8.9,06:46,82,0,,166.10,,,
,00:01:13,153,8.8,06:49,82,0,,168.90,,,
,00:01:14,154,8.8,06:51,82,0,,171.10,,,
,00:01:15,154,8.7,06:54,82,0,,173.30,,,
,00:01:16,155,8.7,06:55,82,0,,176.10,,,
,00:01:17,155,8.6,06:57,82,0,,178.30,,,
,00:01:18,155,8.6,06:58,81,0,,180.50,,,
,00:01:19,155,8.6,06:59,80,0,,183.20,,,
,00:01:20,155,8.6,07:00,80,0,,185.40,,,
,00:01:21,155,8.5,07:01,80,0,,188.10,,,
,00:01:22,155,8.5,07:02,80,0,,190.30,,,
,00:01:23,155,8.5,07:03,80,0,,192.50,,,
,00:01:24,156,8.5,07:05,80,0,,195.10,,,
,00:01:25,156,8.4,07:06,80,0,,197.30,,,
,00:01:26,156,8.4,07:09,80,0,,199.40,,,
,00:01:27,156,8.3,07:13,80,0,,202.10,,,
,00:01:28,156,8.2,07:17,80,0,,204.20,,,
,00:01:29,157,8.2,07:21,80,0,,206.40,,,
,00:01:30,157,8.1,07:26,80,0,,208.90,,,
,00:01:31,157,8.0,07:30,80,0,,211.00,,,
,00:01:32,157,7.9,07:35,80,0,,213.40,,,
,00:01:33,157,7.8,07:40,80,0,,215.50,,,
,00:01:34,158,7.8,07:43,80,0,,217.50,,,
,00:01:35,158,7.7,07:46,80,0,,219.90,,,
,00:01:36,159,7.7,07:47,80,0,,221.90,,,
,00:01:37,159,7.7,07:47,80,0,,223.80,,,
,00:01:38,160,7.8,07:39,80,0,,224.10,,,
,00:01:39,160,7.9,07:33,78,0,,227.99,,,
,00:01:40,161,7.9,07:33,79,0,,230.30,,,
,00:01:41,161,8.0,07:29,79,0,,230.60,,,
,00:01:42,161,8.1,07:27,79,0,,232.70,,,
,00:01:43,161,8.1,07:27,79,0,,235.30,,,
,00:01:44,161,8.0,07:28,79,0,,237.30,,,
,00:01:45,160,8.0,07:30,79,0,,239.40,,,
,00:01:46,160,7.9,07:33,79,0,,241.90,,,
,00:01:47,160,7.9,07:38,79,0,,243.90,,,
,00:01:48,160,7.8,07:44,79,0,,245.90,,,
,00:01:49,159,7.7,07:51,79,0,,248.30,,,
,00:01:50,159,7.5,07:57,79,0,,250.30,,,
,00:01:51,159,7.4,08:03,79,0,,252.20,,,
,00:01:52,159,7.4,08:09,79,0,,254.50,,,
,00:01:53,159,7.3,08:14,79,0,,256.40,,,
,00:01:54,159,7.2,08:18,79,0,,258.70,,,
,00:01:55,159,7.2,08:21,79,0,,260.50,,,
,00:01:56,159,7.1,08:24,79,0,,262.40,,,
,00:01:57,159,7.1,08:26,79,0,,264.60,,,
,00:01:58,158,7.1,08:27,78,0,,266.50,,,
,00:01:59,158,7.1,08:28,78,0,,268.20,,,
,00:02:00,158,7.1,08:30,78,0,,270.50,,,
,00:02:01,158,7.0,08:32,77,0,,272.30,,,
,00:02:02,158,7.0,08:35,76,0,,274.10,,,
,00:02:03,158,6.9,08:41,76,0,,276.30,,,
,00:02:04,158,6.8,08:48,76,0,,278.00,,,
,00:02:05,158,6.7,08:56,77,0,,280.20,,,
,00:02:06,158,6.7,09:01,77,0,,281.80,,,
,00:02:07,158,6.6,09:03,78,0,,283.60,,,
,00:02:08,158,6.7,09:00,79,0,,285.60,,,
,00:02:09,158,6.8,08:51,79,0,,287.40,,,
,00:02:10,158,6.9,08:39,79,0,,289.10,,,
,00:02:11,158,7.1,08:28,79,0,,291.30,,,
,00:02:12,158,7.2,08:18,79,0,,293.20,,,
,00:02:13,157,7.4,08:08,79,0,,295.50,,,
,00:02:14,157,7.5,07:59,79,0,,297.40,,,
,00:02:15,156,7.6,07:53,79,0,,299.30,,,
,00:02:16,156,7.7,07:47,79,0,,301.70,,,
,00:02:17,156,7.8,07:43,79,0,,303.80,,,
,00:02:18,157,7.8,07:40,79,0,,305.70,,,
,00:02:19,157,0.0,00:00,79,0,,308.20,,,
,00:02:20,157,0.0,00:00,79,0,,308.40,,,
,00:02:21,157,4.8,12:30,79,0,,308.40,,,
,00:02:22,157,6.3,09:31,78,0,,309.40,,,
,00:02:23,157,7.7,07:48,78,0,,309.80,,,
,00:02:24,156,7.4,08:06,79,0,,312.10,,,
,00:02:25,156,7.0,08:34,79,0,,313.80,,,
,00:02:26,156,6.9,08:42,79,0,,315.60,,,
,00:02:27,156,6.9,08:42,79,0,,317.60,,,
,00:02:28,156,6.8,08:49,79,0,,319.70,,,
,00:02:29,156,6.9,08:42,79,0,,321.70,,,
,00:02:30,156,7.1,08:27,79,0,,323.70,,,
,00:02:31,156,7.3,08:13,79,0,,327.59,,,
,00:02:32,156,7.4,08:06,79,0,,331.48,,,
,00:02:33,156,7.6,07:54,79,0,,335.37,,,
,00:02:34,156,7.8,07:42,79,0,,339.26,,,
,00:02:35,156,7.8,07:42,79,0,,343.14,,,
,00:02:36,156,7.8,07:42,79,0,,346.10,,,
,00:02:37,156,7.8,07:42,79,0,,348.40,,,
,00:02:38,156,7.8,07:42,79,0,,350.70,,,
,00:02:39,156,7.9,07:36,79,0,,353.20,,,
,00:02:40,156,8.0,07:30,80,0,,355.70,,,
,00:02:41,156,7.9,07:36,80,0,,358.00,,,
,00:02:42,156,7.8,07:42,80,0,,360.30,,,
,00:02:43,156,7.7,07:48,80,0,,362.70,,,
,00:02:44,156,7.6,07:54,80,0,,364.90,,,
,00:02:45,156,7.4,08:06,80,0,,367.00,,,
,00:02:46,156,7.4,08:06,80,0,,369.20,,,
,00:02:47,156,7.4,08:06,80,0,,371.30,,,
,00:02:48,156,7.5,08:00,80,0,,373.50,,,
,00:02:49,156,7.6,07:54,81,0,,375.60,,,
,00:02:50,156,7.5,08:00,81,0,,377.80,,,
,00:02:51,155,7.4,08:06,81,0,,379.80,,,
,00:02:52,155,7.2,08:20,81,0,,381.90,,,
,00:02:53,155,7.2,08:20,81,0,,383.80,,,
,00:02:54,155,7.2,08:20,81,0,,386.00,,,
,00:02:55,155,7.3,08:13,81,0,,388.20,,,
,00:02:56,155,7.4,08:06,81,0,,390.50,,,
,00:02:57,155,7.5,08:00,81,0,,392.50,,,
,00:02:58,155,7.6,07:54,81,0,,394.70,,,
,00:02:59,155,7.7,07:48,80,0,,396.90,,,
,00:03:00,155,7.7,07:48,80,0,,399.20,,,
,00:03:01,155,7.8,07:42,80,0,,401.50,,,
,00:03:02,155,8.0,07:30,81,0,,403.90,,,
,00:03:03,154,8.0,07:30,81,0,,406.30,,,
,00:03:04,154,8.1,07:24,81,0,,408.80,,,
,00:03:05,154,8.0,07:30,81,0,,411.10,,,
,00:03:06,154,7.9,07:36,81,0,,413.70,,,
,00:03:07,154,7.8,07:42,81,0,,416.00,,,
,00:03:08,153,7.7,07:48,81,0,,418.30,,,
,00:03:09,153,7.5,08:00,81,0,,420.60,,,
,00:03:10,153,7.5,08:00,81,0,,422.70,,,
,00:03:11,152,7.5,08:00,81,0,,425.00,,,
,00:03:12,152,7.5,08:00,81,0,,426.90,,,
,00:03:13,152,7.5,08:00,81,0,,429.10,,,
,00:03:14,151,7.6,07:54,81,0,,431.40,,,
,00:03:15,151,7.6,07:54,81,0,,433.50,,,
,00:03:16,151,7.6,07:54,81,0,,435.70,,,
,00:03:17,151,7.6,07:54,81,0,,437.90,,,
,00:03:18,150,7.7,07:48,81,0,,440.10,,,
,00:03:19,151,7.7,07:48,81,380,,442.40,,,
,00:03:20,152,7.7,07:48,81,380,,444.90,,,
,00:03:21,152,7.8,07:42,81,380,,447.40,,,
,00:03:22,153,7.8,07:42,81,380,,449.80,,,
,00:03:23,153,7.9,07:36,81,380,,452.00,,,
,00:03:24,153,8.0,07:30,80,380,,454.50,,,
,00:03:25,153,8.2,07:19,80,380,,457.00,,,
,00:03:26,153,8.5,07:04,80,380,,460.00,,,
,00:03:27,153,8.7,06:54,80,380,,462.70,,,
,00:03:28,153,8.9,06:44,81,380,,465.40,,,
,00:03:29,153,9.1,06:36,81,380,,467.80,,,
,00:03:30,153,9.2,06:31,81,380,,470.70,,,
,00:03:31,153,9.3,06:27,81,381,,473.50,,,
,00:03:32,153,9.5,06:19,81,381,,476.30,,,
,00:03:33,153,9.5,06:19,81,381,,479.30,,,
,00:03:34,153,9.6,06:15,81,381,,482.10,,,
,00:03:35,153,9.5,06:19,81,381,,484.80,,,
,00:03:36,153,9.4,06:23,81,381,,487.30,,,
,00:03:37,153,9.2,06:31,81,381,,489.70,,,
,00:03:38,153,9.1,06:36,81,381,,492.00,,,
,00:03:39,153,8.9,06:44,81,381,,494.20,,,
,00:03:40,153,8.8,06:49,81,382,,496.20,,,
,00:03:41,153,8.8,06:49,81,382,,498.30,,,
,00:03:42,153,8.7,06:54,81,382,,500.40,,,
,00:03:43,153,8.6,06:59,81,382,,502.40,,,
,00:03:44,153,8.6,06:59,81,382,,504.40,,,
,00:03:45,154,8.6,06:59,81,382,,506.70,,,
,00:03:46,154,8.6,06:59,82,382,,509.20,,,
,00:03:47,154,8.7,06:54,83,382,,511.70,,,
,00:03:48,154,8.7,06:54,82,382,,514.30,,,
,00:03:49,154,8.8,06:49,82,382,,517.00,,,
,00:03:50,154,8.8,06:49,82,382,,519.60,,,
,00:03:51,153,8.9,06:44,82,382,,522.10,,,
,00:03:52,153,8.9,06:44,82,382,,524.90,,,
,00:03:53,153,8.8,06:49,82,382,,527.50,,,
,00:03:54,153,8.8,06:49,82,382,,530.00,,,
,00:03:55,153,8.6,06:59,83,382,,532.10,,,
,00:03:56,154,8.5,07:04,83,382,,534.30,,,
,00:03:57,154,8.4,07:09,82,383,,536.20,,,
,00:03:58,154,8.4,07:09,82,383,,538.30,,,
,00:03:59,154,8.4,07:09,82,383,,540.40,,,
,00:04:00,154,8.4,07:09,82,383,,542.70,,,
,00:04:01,154,8.4,07:09,82,383,,544.80,,,
,00:04:02,153,8.5,07:04,82,383,,547.00,,,
,00:04:03,154,8.5,07:04,83,383,,549.60,,,
,00:04:04,154,8.6,06:59,83,384,,552.20,,,
,00:04:05,154,8.6,06:59,83,384,,555.00,,,
,00:04:06,154,8.8,06:49,83,384,,558.00,,,
,00:04:07,154,8.9,06:44,83,384,,561.00,,,
,00:04:08,154,9.0,06:40,83,384,,563.90,,,
,00:04:09,154,9.2,06:31,83,385,,566.70,,,
,00:04:10,154,9.2,06:31,83,385,,569.60,,,
,00:04:11,155,9.2,06:31,83,385,,572.40,,,
,00:04:12,155,9.2,06:31,83,385,,574.80,,,
,00:04:13,155,9.1,06:36,83,385,,577.50,,,
,00:04:14,155,9.1,06:36,83,386,,580.00,,,
,00:04:15,156,9.1,06:36,82,386,,582.40,,,
,00:04:16,156,9.0,06:40,82,386,,584.50,,,
,00:04:17,156,8.9,06:44,82,386,,586.50,,,
,00:04:18,156,8.9,06:44,83,386,,588.70,,,
,00:04:19,157,8.8,06:49,83,386,,591.00,,,
,00:04:20,157,8.8,06:49,83,387,,593.30,,,
,00:04:21,157,8.7,06:54,83,387,,595.70,,,
,00:04:22,157,8.8,06:49,83,387,,597.80,,,
,00:04:23,157,8.8,06:49,83,387,,600.30,,,
,00:04:24,158,8.9,06:44,83,388,,602.70,,,
,00:04:25,159,9.0,06:40,83,388,,605.50,,,
,00:04:26,159,9.0,06:40,83,388,,608.10,,,
,00:04:27,159,9.0,06:40,82,388,,610.80,,,
,00:04:28,159,9.0,06:40,82,388,,613.40,,,
,00:04:29,159,9.0,06:40,82,389,,616.00,,,
,00:04:30,159,9.0,06:40,82,389,,618.60,,,
,00:04:31,159,9.0,06:40,83,389,,621.20,,,
,00:04:32,159,9.0,06:40,83,389,,623.60,,,
,00:04:33,159,8.9,06:44,83,390,,625.90,,,
,00:04:34,160,8.9,06:44,83,390,,628.00,,,
,00:04:35,160,8.9,06:44,83,390,,630.50,,,
,00:04:36,161,8.9,06:44,83,390,,632.90,,,
,00:04:37,161,9.0,06:40,83,390,,635.50,,,
,00:04:38,162,9.0,06:40,83,390,,638.20,,,
,00:04:39,162,9.0,06:40,83,391,,640.80,,,
,00:04:40,163,9.0,06:40,82,391,,643.30,,,
,00:04:41,163,9.1,06:36,81,391,,646.00,,,
,00:04:42,163,9.2,06:31,80,391,,649.00,,,
,00:04:43,163,9.3,06:27,80,391,,652.10,,,
,00:04:44,163,9.4,06:23,80,391,,654.90,,,
,00:04:45,163,9.6,06:15,81,391,,657.70,,,
,00:04:46,163,9.8,06:07,81,391,,660.70,,,
,00:04:47,163,10.0,06:00,81,392,,663.60,,,
,00:04:48,164,10.2,05:53,81,392,,666.70,,,
,00:04:49,164,10.2,05:53,81,392,,669.80,,,
,00:04:50,165,10.2,05:53,82,392,,672.70,,,
,00:04:51,165,10.1,05:56,82,392,,675.50,,,
,00:04:52,166,10.1,05:56,82,392,,678.20,,,
,00:04:53,166,10.0,06:00,82,392,,680.90,,,
,00:04:54,166,9.9,06:04,82,392,,683.70,,,
,00:04:55,166,9.9,06:04,82,392,,686.10,,,
,00:04:56,165,9.8,06:07,83,392,,688.60,,,
,00:04:57,165,9.9,06:04,83,392,,691.10,,,
,00:04:58,166,10.0,06:00,85,392,,693.80,,,
,00:04:59,166,10.0,06:00,85,392,,696.70,,,
,00:05:00,166,10.1,05:56,85,392,,699.60,,,
,00:05:01,167,10.2,05:53,85,392,,702.60,,,
,00:05:02,167,10.2,05:53,85,392,,705.60,,,
,00:05:03,168,10.2,05:53,85,392,,708.40,,,
,00:05:04,168,10.3,05:50,84,392,,711.40,,,
,00:05:05,167,10.2,05:53,84,392,,714.60,,,
,00:05:06,166,10.2,05:53,84,392,,717.60,,,
,00:05:07,166,10.2,05:53,84,392,,720.10,,,
,00:05:08,165,10.0,06:00,84,392,,722.60,,,
,00:05:09,165,11.1,05:24,84,0,,725.10,,,
,00:05:10,165,11.1,05:24,84,0,,728.10,,,
,00:05:11,165,11.1,05:24,84,0,,731.20,,,
,00:05:12,165,10.2,05:53,84,0,,734.30,,,
,00:05:13,165,10.2,05:53,85,392,,737.10,,,
,00:05:14,165,10.2,05:53,84,392,,737.10,,,
,00:05:15,166,10.2,05:53,84,392,,737.10,,,
,00:05:16,166,10.2,05:53,84,392,,739.50,,,
,00:05:17,166,10.2,05:53,84,392,,742.00,,,
,00:05:18,166,10.2,05:53,84,392,,744.80,,,
,00:05:19,166,10.2,05:53,84,392,,747.70,,,
,00:05:20,166,10.2,05:53,84,392,,750.80,,,
,00:05:21,166,10.2,05:53,84,392,,753.60,,,
,00:05:22,166,8.2,07:19,83,392,,756.20,,,
,00:05:23,166,7.5,08:00,82,392,,758.00,,,
,00:05:24,166,7.3,08:13,82,392,,761.89,,,
,00:05:25,166,7.2,08:20,83,392,,765.78,,,
,00:05:26,165,7.2,08:20,83,392,,769.67,,,
,00:05:27,165,7.2,08:20,83,392,,773.56,,,
,00:05:28,166,7.2,08:20,83,392,,777.44,,,
,00:05:29,166,7.2,08:20,83,392,,781.33,,,
,00:05:30,166,7.3,08:13,83,392,,783.90,,,
,00:05:31,166,7.3,08:13,83,392,,785.80,,,
,00:05:32,166,7.3,08:13,83,392,,788.00,,,
,00:05:33,166,7.4,08:06,83,392,,790.20,,,
,00:05:34,166,7.4,08:06,83,391,,792.60,,,
,00:05:35,166,7.5,08:00,83,391,,795.00,,,
,00:05:36,167,7.5,08:00,83,390,,797.80,,,
,00:05:37,167,7.6,07:54,83,390,,800.50,,,
,00:05:38,167,7.7,07:48,83,390,,803.30,,,
,00:05:39,167,7.7,07:48,83,389,,806.20,,,
,00:05:40,167,7.8,07:42,84,389,,809.10,,,
,00:05:41,167,8.0,07:30,85,389,,812.10,,,
,00:05:42,167,8.1,07:24,85,389,,815.40,,,
,00:05:43,167,8.2,07:19,85,389,,818.80,,,
,00:05:44,167,8.4,07:09,85,389,,822.30,,,
,00:05:45,167,8.5,07:04,85,389,,825.60,,,
,00:05:46,167,8.6,06:59,85,389,,829.10,,,
,00:05:47,168,8.7,06:54,85,389,,832.60,,,
,00:05:48,168,8.8,06:49,85,389,,836.20,,,
,00:05:49,169,9.0,06:40,85,389,,839.70,,,
,00:05:50,169,9.1,06:36,85,389,,843.00,,,
,00:05:51,170,9.2,06:31,85,389,,846.40,,,
,00:05:52,170,9.3,06:27,85,389,,849.60,,,
,00:05:53,171,9.4,06:23,88,389,,853.00,,,
,00:05:54,171,9.5,06:19,88,389,,856.40,,,
,00:05:55,171,9.5,06:19,88,389,,859.80,,,
,00:05:56,172,9.6,06:15,88,389,,863.00,,,
,00:05:57,172,9.7,06:11,88,389,,866.10,,,
,00:05:58,172,9.7,06:11,88,389,,869.30,,,
,00:05:59,171,9.7,06:11,86,389,,872.40,,,
,00:06:00,171,9.8,06:07,86,389,,875.40,,,
,00:06:01,170,9.8,06:07,87,389,,878.40,,,
,00:06:02,170,10.0,06:00,88,389,,881.40,,,
,00:06:03,170,10.1,05:56,87,389,,884.50,,,
,00:06:04,170,10.1,05:56,86,389,,887.40,,,
,00:06:05,170,10.2,05:53,86,389,,890.40,,,
,00:06:06,170,10.2,05:53,86,389,,893.50,,,
,00:06:07,170,10.2,05:53,86,389,,896.30,,,
,00:06:08,170,10.2,05:53,86,389,,899.40,,,
,00:06:09,170,10.2,05:53,86,389,,902.60,,,
,00:06:10,169,10.3,05:50,86,388,,905.70,,,
,00:06:11,169,10.3,05:50,87,388,,908.90,,,
,00:06:12,169,10.4,05:46,86,388,,912.30,,,
,00:06:13,169,10.4,05:46,88,388,,915.80,,,
,00:06:14,169,10.5,05:43,88,388,,919.30,,,
,00:06:15,169,10.5,05:43,88,388,,922.80,,,
,00:06:16,168,10.6,05:40,88,388,,926.40,,,
,00:06:17,168,10.7,05:36,90,388,,929.90,,,
,00:06:18,168,10.7,05:36,90,388,,933.60,,,
,00:06:19,168,10.8,05:33,90,387,,937.30,,,
,00:06:20,168,10.8,05:33,87,387,,940.90,,,
,00:06:21,167,10.9,05:30,86,387,,944.30,,,
,00:06:22,167,10.9,05:30,86,387,,948.00,,,
,00:06:23,167,10.9,05:30,86,387,,951.50,,,
,00:06:24,167,11.0,05:27,86,386,,955.00,,,
,00:06:25,167,11.0,05:27,86,386,,958.30,,,
,00:06:26,167,11.0,05:27,86,386,,961.40,,,
,00:06:27,167,11.0,05:27,86,386,,964.50,,,
,00:06:28,168,11.0,05:27,86,386,,967.60,,,
,00:06:29,168,11.0,05:27,87,386,,970.60,,,
,00:06:30,167,11.0,05:27,88,385,,973.70,,,
,00:06:31,167,11.0,05:27,88,385,,976.80,,,
,00:06:32,166,11.0,05:27,88,385,,980.00,,,
,00:06:33,166,11.1,05:24,88,385,,983.00,,,
,00:06:34,165,11.1,05:24,86,385,,986.30,,,
,00:06:35,165,11.1,05:24,86,385,,989.50,,,
,00:06:36,165,11.1,05:24,86,385,,992.70,,,
,00:06:37,165,11.1,05:24,86,384,,995.90,,,
,00:06:38,165,11.1,05:24,86,384,,999.00,,,
,00:06:39,165,11.1,05:24,86,384,,1002.10,,,
,00:06:40,164,11.1,05:24,85,384,,1005.30,,,
,00:06:41,165,11.1,05:24,84,384,,1008.30,,,
,00:06:42,166,11.1,05:24,84,384,,1011.30,,,
,00:06:43,165,11.1,05:24,84,383,,1014.10,,,
,00:06:44,165,11.1,05:24,85,383,,1017.20,,,
,00:06:45,164,11.1,05:24,85,383,,1020.40,,,
,00:06:46,164,11.2,05:21,85,383,,1023.50,,,
,00:06:47,164,11.2,05:21,85,383,,1026.70,,,
,00:06:48,164,11.2,05:21,86,383,,1029.90,,,
,00:06:49,164,11.2,05:21,85,383,,1033.00,,,
,00:06:50,164,11.2,05:21,87,383,,1036.00,,,
,00:06:51,164,11.2,05:21,86,382,,1039.30,,,
,00:06:52,164,11.2,05:21,85,382,,1042.70,,,
,00:06:53,164,11.2,05:21,84,382,,1045.80,,,
,00:06:54,164,11.2,05:21,84,382,,1048.90,,,
,00:06:55,164,11.2,05:21,85,382,,1051.80,,,
,00:06:56,164,11.1,05:24,84,382,,1054.80,,,
,00:06:57,164,11.1,05:24,84,381,,1057.70,,,
,00:06:58,164,11.0,05:27,84,381,,1060.70,,,
,00:06:59,164,10.8,05:33,84,381,,1063.50,,,
,00:07:00,164,10.6,05:40,85,381,,1066.00,,,
,00:07:01,164,10.5,05:43,84,381,,1068.80,,,
,00:07:02,164,10.5,05:43,84,381,,1071.40,,,
,00:07:03,163,10.5,05:43,84,381,,1074.10,,,
,00:07:04,163,10.5,05:43,84,381,,1077.00,,,
,00:07:05,163,10.5,05:43,85,380,,1079.60,,,
,00:07:06,163,10.5,05:43,85,380,,1082.40,,,
,00:07:07,163,10.4,05:46,85,380,,1085.30,,,
,00:07:08,163,10.3,05:50,85,380,,1088.00,,,
,00:07:09,163,10.2,05:53,85,380,,1090.80,,,
,00:07:10,163,10.1,05:56,85,380,,1093.40,,,
,00:07:11,163,10.0,06:00,85,380,,1095.80,,,
,00:07:12,163,9.8,06:07,85,380,,1098.10,,,
,00:07:13,163,9.7,06:11,85,379,,1100.10,,,
,00:07:14,163,9.5,06:19,85,379,,1102.50,,,
,00:07:15,163,9.4,06:23,84,379,,1104.60,,,
,00:07:16,163,9.4,06:23,84,379,,1106.60,,,
,00:07:17,163,9.3,06:27,84,379,,1108.90,,,
,00:07:18,163,9.3,06:27,84,379,,1111.20,,,
,00:07:19,163,9.3,06:27,84,379,,1113.60,,,
,00:07:20,163,9.4,06:23,84,379,,1116.20,,,
,00:07:21,163,9.6,06:15,84,379,,1118.90,,,
,00:07:22,163,9.7,06:11,84,379,,1122.10,,,
,00:07:23,163,9.8,06:07,85,379,,1125.10,,,
,00:07:24,163,9.9,06:04,84,379,,1128.20,,,
,00:07:25,163,9.8,06:07,85,378,,1131.30,,,
,00:07:26,163,9.8,06:07,85,378,,1134.30,,,
,00:07:27,162,9.7,06:11,85,378,,1137.10,,,
,00:07:28,162,9.5,06:19,85,378,,1139.70,,,
,00:07:29,162,9.4,06:23,85,378,,1141.90,,,
,00:07:30,162,9.2,06:31,85,378,,1144.10,,,
,00:07:31,162,9.1,06:36,85,378,,1146.40,,,
,00:07:32,162,9.1,06:36,85,378,,1148.50,,,
,00:07:33,162,9.1,06:36,87,378,,1150.60,,,
,00:07:34,162,9.1,06:36,88,378,,1153.00,,,
,00:07:35,163,9.2,06:31,88,378,,1155.40,,,
,00:07:36,163,9.2,06:31,88,378,,1158.10,,,
,00:07:37,163,9.3,06:27,88,378,,1160.90,,,
